bucket,count,avg_pred,avg_actual,model_id
"(-0.001, 0.1]",47,0.04437396703676772,0.3723404255319149,toor
"(0.1, 0.2]",43,0.1520695556548806,0.3953488372093023,toor
"(0.2, 0.3]",25,0.24920586282445817,0.46,toor
"(0.3, 0.4]",35,0.3575999856693791,0.2857142857142857,toor
"(0.4, 0.5]",45,0.4446608030414017,0.4444444444444444,toor
"(0.5, 0.6]",49,0.5452133103035002,0.5918367346938775,toor
"(0.6, 0.7]",44,0.6455122928471764,0.4659090909090909,toor
"(0.7, 0.8]",42,0.7552020667600335,0.6190476190476191,toor
"(0.8, 0.9]",57,0.8506270037745051,0.6052631578947368,toor
"(0.9, 1.0]",97,0.961659822946102,0.8144329896907216,toor
